cod_municipio,nome_municipio,M2019,M2021,I_imp,M2024,I_rec,I_EAD,pct_internet_2019,pct_banda_2019,pct_urbana_2019,ICT_2019,pct_banda_2024,pct_urbana_2024,pct_estadual_2024,ICT_2024,I_ERE,cod_regiao_interm,nome_regiao_interm
3125101,Extrema,11343,11682,2.988627347262629,14452,100.0,3.689436740284198,0.3448275862068966,1.0,0.8620689655172413,0.6436781609195402,0.9444444,0.8888888888888888,0.08333333333333333,0.7962962874659786,7.25,3109,Pouso Alegre
3125200,Fama,431,478,10.904872389791183,452,100.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555555,1.0,0.75,0.25,0.9166666666666666,112.0,3108,Varginha
3125309,Faria Lemos,667,686,2.848575712143928,651,100.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.23809523809523805,0.8,0.6,0.2,0.5333333373069763,97.333333333,3106,Juíz de Fora
3125408,Felício dos Santos,1299,1275,-1.8475750577367205,1196,-329.16666666666663,0.0,0.25,0.5,0.75,0.3333333333333333,1.0,1.0,0.25,1.0,100.0,3103,Teófilo Otoni
3125507,São Gonçalo do Rio Preto,652,656,0.6134969325153374,544,100.0,0.0,0.6666666666666666,1.0,1.0,0.7777777777777777,1.0,1.0,0.3333333333333333,0.8888888888888888,122.0,3103,Teófilo Otoni
3125606,Felisburgo,1551,1487,-4.126370083816893,1547,93.75,0.0,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.4074074074074074,0.7777778,0.5555555555555556,0.2222222222222222,0.6666666710818255,173.2,3103,Teófilo Otoni
3125705,Felixlândia,2703,2661,-1.553829078801332,2652,-21.428571428571427,13.679068019541527,0.375,0.8125,0.875,0.4583333333333333,0.93333334,0.8666666666666667,0.2,0.6888888902134366,114.375,3101,Belo Horizonte
3125804,Fernandes Tourinho,581,521,-10.327022375215146,489,-53.333333333333336,0.0,0.3333333333333333,1.0,1.0,0.5555555555555555,1.0,1.0,0.3333333333333333,0.6666666666666666,45.0,3104,Governador Valadares
3125903,Ferros,1975,1827,-7.493670886075949,1716,-75.0,9.63327859879584,0.25,0.6,0.55,0.43333333333333335,0.42105263,0.5789473684210527,0.2631578947368421,0.5087719308702568,129.9,3101,Belo Horizonte
3125952,Fervedouro,2419,2410,-0.37205456800330716,2252,-1755.5555555555557,0.0,0.5,0.7142857142857143,0.6428571428571429,0.5238095238095238,1.0,0.6875,0.25,0.6875,149.0,3106,Juíz de Fora
3126000,Florestal,3890,2774,-28.688946015424165,2657,-10.483870967741936,0.0,0.3333333333333333,1.0,0.8333333333333334,0.5555555555555555,1.0,0.8,0.2,0.8666666666666667,118.0,3101,Belo Horizonte
3126109,Formiga,12765,11691,-8.413631022326674,11909,20.297951582867785,3.2418099392695234,0.5208333333333334,0.9791666666666666,0.9583333333333334,0.6666666666666666,0.7346939,0.9591836734693877,0.16326530612244897,0.6802721112763801,101.36,3113,Divinópolis
3126208,Formoso,1934,1939,0.25853154084798347,1789,100.0,0.0,0.375,0.625,0.625,0.4583333333333333,0.8333333,0.8333333333333334,0.3333333333333333,0.7222222155994839,264.8,3112,Patos de Minas
3126307,Fortaleza de Minas,591,582,-1.5228426395939088,526,-622.2222222222223,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.8888888888888888,154.0,3108,Varginha
3126406,Fortuna de Minas,688,635,-7.703488372093023,627,-15.09433962264151,0.0,0.25,0.75,1.0,0.4166666666666667,0.75,1.0,0.25,0.5833333333333334,236.0,3101,Belo Horizonte
